Gene.symbol,x axis,y axis,Unnamed: 3,Gene.symbol.1,x axis.1,y axis.1,Gene.symbol.2,x axis.2,y axis.2,Unnamed: 10,Gene.symbol.3,x axis.3,y axis.3,Unnamed: 14,Gene.symbol.4,x axis.4,y axis.4,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
PHYHIPL,2.368,5.244,,CDC42SE1,0.631,5.72,CCNB1IP1,-0.301,2.547,,BOLA2,0.632,2.894,,C2orf40,-0.803,7.37,,,Cirrhotic,Training
CKAP2L,2.363,7.032,,CDC45,3.296,26.233,CCNB2,3.385,7.854,,BORCS5,1.042,4.348,,C3AR1,-0.393,2.889,,,Cirrhotic,Training
STMN1,2.357,7.343,,CDC6,3.502,33.475,CCND1,0.589,2.342,,BPIFB2,-0.36,3.004,,C3P1,-0.772,3.671,,,Cirrhotic,Training
OIP5,2.346,5.715,,CDC7,1.999,12.152,CDAN1,-0.117,2.292,,BRE,0.474,3.009,,C6orf47,-0.353,2.915,,,Cirrhotic,Training
DEPDC1B,2.343,5.027,,CDCA2,4.399,29.856,CDC42,-0.169,3.617,,BRMS1L,-0.677,4.16,,C6orf89,-0.588,3.726,,,Cirrhotic,Training
FOXM1,2.339,7.179,,CDCA3,2.79,27.826,CDC45,1.064,4.924,,BRWD1,0.785,3.482,,C7orf50,0.445,2.86,,,Cirrhotic,Training
CEP55,2.325,7.335,,CDCA7,4.455,24.945,CENPN,-0.472,2.963,,BSG,0.849,4.246,,C8G,0.761,5.277,,,Cirrhotic,Training
LOC101930489///MIR4435-2HG///LINC00152,2.322,5.55,,CDCA8,3.596,44.57,CENPO,1.533,4.712,,BTBD6,-0.444,3.957,,C8orf33,0.378,3.78,,,Cirrhotic,Training
IFI27,2.321,2.097,,CDH1,-0.901,4.838,CENPU,0.216,3.211,,BTD,-0.991,2.981,,C9orf72,-0.412,3.478,,,Cirrhotic,Training
TM4SF20,2.314,2.843,,CDH11,1.993,4.334,CEP170P1,-0.176,3.675,,BTN2A1,0.66,3.975,,C9orf84,-0.226,2.955,,,Cirrhotic,Training
HELLS,2.311,6.034,,CDH13,2.346,27.417,CEP19,-0.144,2.622,,BUB1,0.405,2.919,,CAB39L,-0.313,3.785,,,Cirrhotic,Training
PPP1R9A,2.303,4.145,,CDK1,3.692,45.232,CEP250,0.256,3.766,,BUB3,0.666,3.884,,CALCA,1.259,3.041,,,Cirrhotic,Training
HSPB1,2.302,8.608,,CDK5R1,0.772,2.492,CEP55,3.659,26.872,,C10orf54,-0.495,2.925,,CALM1,-0.342,2.692,,,Cirrhotic,Training
KPNA2,2.3,6.799,,CDK9,-0.776,7.137,CEP68,0.371,3.7,,C11orf58,0.26,2.873,,CAMK2B,0.593,3.896,,,Cirrhotic,Training
OSBPL3,2.297,8.132,,CDKAL1,0.91,10.173,CEPT1,-0.482,3.3,,C11orf97,0.338,3.645,,CAMK2N2,0.429,3.841,,,Cirrhotic,Training
MIR7112///BOP1,2.288,5.376,,CDKN2A,3.527,12.735,CERS2,-0.42,2.738,,C14orf119,0.314,3.487,,CAMK4,-0.144,2.778,,,Cirrhotic,Training
GLDN,2.287,2.643,,CDKN2AIP,-0.297,1.724,CERS6,-0.39,2.921,,C14orf180,-0.7,5.113,,CAMSAP3,0.502,4.503,,,Cirrhotic,Training
G6PD,2.284,3.402,,CDKN2AIPNL,0.976,7.048,CES3,-0.945,2.506,,C16orf58,-0.653,2.949,,CAP2,0.859,2.853,,,Cirrhotic,Training
AKR1B15,2.277,13.258,,CDKN2B,1.888,7.84,CETP,-0.833,3.63,,C16orf72,-0.695,2.951,,CARD9,-0.332,2.953,,,Cirrhotic,Training
SMYD3,2.274,5.836,,CDKN2C,2.428,26.748,CFH,-0.384,2.846,,C18orf32,0.615,3.388,,CARHSP1,-0.506,4.286,,,Cirrhotic,Training
ST8SIA6-AS1,2.27,4.242,,CDKN3,4.314,43.368,CFHR3,-0.912,2.53,,C1orf123,-0.624,3.393,,CARMIL3,-0.357,3.558,,,Cirrhotic,Training
CA12,2.267,4.275,,CDT1,3.052,21.857,CFI,-0.495,2.999,,C1orf216,0.784,4.354,,CATSPER2,0.19,3.007,,,Cirrhotic,Training
SLC38A1,2.266,2.421,,CEBPA-DT,1.137,2.999,CFL2,-0.576,4.599,,C21orf2,-0.481,3.3,,CAV1,-0.356,2.842,,,Cirrhotic,Training
ZNF595,2.265,2.333,,CEBPZOS,0.215,1.307,CFTR,0.906,4.264,,C2CD3,0.697,3.447,,CBX2,0.326,3.749,,,Cirrhotic,Training
RAD51AP1,2.264,4.318,,CELSR2,1.593,7.507,CGB1,-0.13,2.27,,C2CD4B,-0.311,3.059,,CCDC124,0.382,4.305,,,Cirrhotic,Training
MTFR2,2.251,6.005,,CELSR3,3.223,18.913,CGN,-0.639,2.831,,C2orf40,-0.723,3.817,,CCDC170,0.204,2.911,,,Cirrhotic,Training
PTGFRN,2.242,3.436,,CEMIP,2.854,11.926,CGNL1,-0.468,3.332,,C2orf47,-0.556,3.139,,CCL15-CCL14///CCL15,1.472,4.466,,,Cirrhotic,Training
ATAD2,2.228,4.562,,CENPA,4.165,36.266,CH25H,1.3,2.639,,C3orf70,0.657,2.945,,CCNB1,4.586,10.432,,,Cirrhotic,Training
PAPPA2,2.224,2.653,,CENPE,3.934,31.302,CHAC1,0.195,2.562,,C5orf22,0.406,2.914,,CCNB2,3.385,7.854,,,Cirrhotic,Training
ZNF738,2.221,6.099,,CENPF,4.855,54.164,CHD1,-0.309,2.605,,C6orf106,-0.989,3.115,,CCND2,-0.665,2.953,,,Cirrhotic,Training
TRNP1,2.219,3.221,,CENPI,3.586,35.139,CHD3,0.283,5.399,,C6orf136,0.523,3.86,,CDC45,1.064,4.924,,,Cirrhotic,Training
MATR3,2.211,6.733,,CENPK,2.557,24.702,CHD7,-0.414,4.03,,C6orf89,0.417,2.862,,CDH19,-0.744,5.812,,,Cirrhotic,Training
SNHG1///SNORD22///SNORD25///SNORD26///SNORD27///SNORD28///SNORD30///SNORD31///SNORD29,2.202,4.781,,CENPL,2.37,43.356,CHEK2,0.384,2.469,,C7orf50,0.768,4.468,,CDH23,-0.98,3.686,,,Cirrhotic,Training
CDCA5,2.201,5.34,,CENPM,3.196,22.329,CHI3L1,2.964,2.984,,C8G,0.916,4.087,,CDH9,-0.242,3.52,,,Cirrhotic,Training
CASC7///AGO2,2.188,7.827,,CENPU,1.75,11.903,CHID1,-0.512,4.033,,CA12,1.997,3.043,,CDK10,-0.445,3.488,,,Cirrhotic,Training
LGALS4,2.176,5.463,,CENPW,2.202,16.722,CHM,-0.287,2.96,,CABP4,-0.397,3.345,,CDK18,0.741,5.881,,,Cirrhotic,Training
SOWAHA,2.169,4.475,,CEP152,1.317,8.268,CHMP2A,0.237,2.489,,CACNA1C-AS4,-0.29,2.986,,CDK2AP2,0.717,4.735,,,Cirrhotic,Training
RFC4,2.162,4.944,,CEP350,0.801,6.371,CHPT1,0.475,2.428,,CALM1,-0.803,3.377,,CDKN1C,-0.347,3.286,,,Cirrhotic,Training
CDC6,2.153,4.249,,CEP41,1.004,13.07,CHRDL1,1.28,3.045,,CALM3///CALM2///CALM1,-0.626,3.795,,CDKN2C,-0.495,3.254,,,Cirrhotic,Training
CDKN2C,2.15,4.495,,CEP55,3.659,26.872,CHRNA2,-0.254,4.488,,CALN1,0.299,3.067,,CDRT15P2,-0.263,3.152,,,Cirrhotic,Training
GREB1,2.144,3.484,,CHTOP,0.706,11.418,CHRNA3,-0.193,2.811,,CAMK2B,-0.473,3.009,,CEACAM1,1.192,4.015,,,Cirrhotic,Training
LINC01296///DUXAP10///DUXAP8,2.143,6.051,,CIAO2A,-0.52,3.325,CHRNG,-0.121,2.918,,CAMK2G,-0.287,2.951,,CEACAM6,-0.777,2.927,,,Cirrhotic,Training
GPR158,2.142,5.427,,CIART,1.221,2.355,CHST11,1.631,4.16,,CAMLG,0.659,3.406,,CENPO,1.533,4.712,,,Cirrhotic,Training
COL1A1,2.141,3.094,,CILK1,1.512,5.689,CHST4,1.55,4.192,,CAMSAP1,0.378,3.687,,CENPW,0.345,3.22,,,Cirrhotic,Training
UBE2S,2.137,5.472,,CIP2A,2.472,24.081,CHST9,0.641,3.159,,CAP2,1.835,3.027,,CEP55,3.659,26.872,,,Cirrhotic,Training
SLC51B,2.129,3.196,,CIPC,-0.627,6.042,CIDECP,0.397,3.002,,CAPN11,0.589,2.944,,CMC2,-0.415,2.781,,,Cirrhotic,Training
THY1,2.12,6.706,,CISD3,-0.565,3.405,CIR1,0.243,2.411,,CAPNS1,0.619,3.525,,CMKLR1,-0.579,3.124,,,Cirrhotic,Training
SCGN,2.116,3.076,,CIT,1.884,11.209,CISD3,-0.764,7.632,,CARD8,0.886,4.465,,CMPK1,0.455,3.039,,,Cirrhotic,Training
CDKN2B,2.107,5.37,,CITED2,-0.986,4.625,CITED4,0.749,3.101,,CARHSP1,-0.736,2.999,,CMTM3,0.173,3.091,,,Cirrhotic,Training
CDCA7,2.103,3.338,,CKAP2,2.015,18.005,CKAP2,0.856,3.053,,CAV2,0.441,3.064,,CNRIP1,-0.31,2.943,,,Cirrhotic,Training
LOC101928195///LOC100996643///MTHFD1L,2.097,3.773,,CKAP2L,3.731,36.391,CKAP2///IGLC1,2.034,4.926,,CBX4,0.655,3.456,,CRTC1,0.412,4.071,,,Cirrhotic,Training
ZSWIM5,2.094,6.065,,CKB,2.113,5.847,CKAP2///IGLV@///IGLC1,2.177,3.349,,CBX5,-0.56,3.673,,CRYAA,1.206,4.502,,,Cirrhotic,Training
TXNRD1,2.092,4.491,,CKMT2,1.189,4.963,CKB,0.522,3.166,,CBX8,0.367,3.467,,CRYAB,-0.687,3.17,,,Cirrhotic,Training
GOLM1,2.08,2.083,,CKS1B,0.848,5.609,CKLF,0.473,2.801,,CC2D2A,-0.305,3.99,,CRYM,0.562,4.408,,,Cirrhotic,Training
C1orf106,2.075,2.923,,CLASP2,0.392,2.696,CKMT2,0.481,3.641,,CCAR1,0.876,3.549,,CSAG1,-0.14,2.894,,,Cirrhotic,Training
RHBG,2.074,2.123,,CLCNKA,3.005,5.804,CLCN5,-0.992,2.366,,CCDC102B,1.33,3.833,,CSDC2,-0.187,2.907,,,Cirrhotic,Training
STAMBPL1,2.064,5.321,,CLDN15,1.389,7.73,CLDN10,1.427,4.353,,CCDC103,-0.19,3.385,,DSTYK,-0.851,4.135,,,Cirrhotic,Training
FANCI,2.06,6.028,,CLEC2B,-0.682,2.067,CLDN11,1.322,6.15,,CCDC122,-0.381,4.617,,DTNA,1.056,3.243,,,Cirrhotic,Training
MIR6824///SLC26A6,2.058,5.479,,CLGN,2.899,5.734,CLDN15,-0.662,3.725,,CCDC151,-0.298,3.143,,DUSP8,0.463,3.713,,,Cirrhotic,Training
LINC01419,2.053,2.057,,CMC1,-0.299,2.348,CLDN4,0.762,2.954,,CCDC170,0.539,2.936,,DUXAP10,1.901,3.79,,,Cirrhotic,Training
ISX,2.045,4.035,,CMIP,-0.246,1.708,CLDN7,0.63,3.189,,CCDC185,-0.431,3.13,,DYSF,0.56,3.028,,,Cirrhotic,Training
CD24,2.039,2.072,,CMPK1,-0.446,2.782,CLDN8,0.197,3.44,,CCDC88C,0.996,3.033,,EGLN3,1.794,3.921,,,Cirrhotic,Training
RMI2,2.032,5.064,,CMTM6,-0.605,2.555,CLEC11A,0.554,2.903,,CCDC90B,-0.32,3.05,,EHMT2,0.255,3.76,,,Cirrhotic,Training
CDC25C,2.03,7.96,,CNEP1R1,-0.365,2.787,CLEC12A,0.892,3.238,,CCDC93,0.938,4.512,,EIF3G,-0.397,3.463,,,Cirrhotic,Training
SLC26A3,2.027,2.215,,CNIH3,0.542,1.472,CLEC14A,0.685,3.14,,CCL15-CCL14///CCL15,0.967,2.933,,EIF3I,0.425,2.897,,,Cirrhotic,Training
FGF13,2.022,3.498,,CNKSR3,-0.832,4.632,CLEC2D,0.607,4.978,,CCL23,-0.823,3.996,,EIF4E2,0.398,3.337,,,Cirrhotic,Training
RBM15,2.021,5.091,,CNOT11,0.958,10.144,CLEC4A,0.233,2.18,,CCL25,0.55,5.451,,EIF4G1,0.376,2.93,,,Cirrhotic,Training
GMNN,2.017,5.807,,CNRIP1,-0.503,1.406,CLEC4F,0.271,2.278,,CCNA2,0.81,3.791,,ELF1,-0.352,2.883,,,Cirrhotic,Training
HMGB2,2.016,5.709,,COA6-AS1,1.154,5.895,CLIC1,0.454,2.64,,CCNB1,1.678,3.018,,ENPP2,0.874,3.454,,,Cirrhotic,Training
HOXA3,2.015,5.102,,COBLL1,-0.768,2.176,CLIC5,0.735,4.521,,CCNB2,0.385,6.854,,ENPP7,0.746,5.645,,,Cirrhotic,Training
MICB,2.012,4.032,,COCH,3.882,11.411,CLIC6,1.677,3.942,,CCND2,1.01,3.231,,EPCAM,0.182,3.437,,,Cirrhotic,Training
MCM4,2.007,5.297,,COG1,0.245,2.039,CLIP3,0.604,2.474,,CCNYL1,-0.758,3.121,,ERO1A,0.63,4.185,,,Cirrhotic,Training
SLC39A10,2.006,5.532,,COG2,1.037,15.451,CLIP4,1.955,7.733,,CCR1,-0.584,3.718,,ESRRA,0.554,4.342,,,Cirrhotic,Training
ADAMDEC1,1.997,3.58,,COL15A1,4.071,35.287,CLMP,0.977,4.614,,CCR7,1.159,4.043,,ESYT1,0.611,4.547,,,Cirrhotic,Training
LOC101927137///CCT3,1.996,7.026,,COL1A1,1.941,4.635,CLN8,-0.292,3.297,,CCT6A,0.95,4.609,,ETNK1,-0.319,3.067,,,Cirrhotic,Training
TKT,1.987,3.85,,COL1A2,1.53,3.187,CLPSL2,-0.113,2.247,,CD200,1.577,4.548,,ETV2,0.216,2.905,,,Cirrhotic,Training
SOX4,1.984,4.54,,COL21A1,1.041,3.566,CLRN1,-0.106,2.171,,CD33,-0.619,4.476,,EVI2B,-0.894,5.776,,,Cirrhotic,Training
BCAT1,1.958,3.023,,COL4A1,1.874,12.87,CLSTN2,1.762,5.323,,CD34,1.031,3.342,,EXOSC10,0.395,3.749,,,Cirrhotic,Training
HOXD4,1.957,5.655,,COL4A2,1.583,8.121,CLTB,0.255,4.647,,CD4,-0.665,3.803,,EXPH5,-0.63,2.695,,,Cirrhotic,Training
LOC100130872///SPON2,1.956,4.838,,COL4A2-AS2,1.595,6.734,CLUAP1,0.238,2.803,,CD44,-0.295,3.057,,F2RL1,2.756,3.799,,,Cirrhotic,Training
TUFT1,1.951,4.829,,COL5A2,1.521,6.067,CLVS2,0.129,2.982,,CD47,0.798,4.203,,FAM46C,-0.72,2.77,,,Cirrhotic,Training
KIF23,1.948,5.761,,COL8A2,1.309,1.99,CMTM3,-0.226,2.653,,CD52,1.636,2.892,,FAM63B,0.144,2.715,,,Cirrhotic,Training
TEAD2,1.946,3.76,,COL9A2,1.991,5.191,CNEP1R1,-0.133,2.347,,CD82,-0.798,2.97,,FAS,0.954,3.821,,,Cirrhotic,Training
AP1M2,1.934,3.51,,COLCA1,3.403,18.289,CNGA3,-0.149,2.195,,CD86,-0.801,3.063,,FAT1,1.461,6.569,,,Cirrhotic,Training
HIST1H2BJ///HIST1H2BG,1.931,5.327,,COLEC12,2.247,5.257,CNIH1,-0.37,4.49,,CDC14A,0.44,2.9,,FBL,-0.584,3.979,,,Cirrhotic,Training
ANKRD29,1.93,3.741,,COPS7B,0.4,3.959,CNNM1,-0.253,2.769,,CDC42,-0.3,3.696,,FBLN5,-0.831,2.885,,,Cirrhotic,Training
XAGE1B///XAGE1E,1.923,3.339,,COQ10B,-0.251,1.506,CNOT8,0.23,4.038,,CDC42EP2,-0.375,3.18,,FBXO16,0.214,3.209,,,Cirrhotic,Training
CHD7,1.918,6.695,,COQ2,-0.621,3.574,CNST,-0.685,4.325,,CDC42SE1,0.52,3.118,,FBXO2,1.066,5.535,,,Cirrhotic,Training
ODAM,1.914,2.349,,CORO2B,-0.771,1.435,COA3,-0.212,4.207,,CDC42SE2,0.94,4.294,,FBXO44,0.337,4.61,,,Cirrhotic,Training
NDRG1,1.907,3.201,,CORO7-PAM16,-0.307,1.801,COBLL1,-0.756,3.212,,CDC45,1.064,5.924,,FBXW2,-0.627,4.175,,,Cirrhotic,Training
COL4A1,1.906,7.909,,COX14,-0.455,3.043,COG3,-0.293,2.332,,CDH19,-0.417,3.035,,FCER1A,-0.704,3.062,,,Cirrhotic,Training
SHCBP1,1.901,4.254,,COX18,-0.865,6.493,COG8,-0.943,4.592,,CDH24,-0.22,2.97,,FCGR2A,-0.438,2.835,,,Cirrhotic,Training
SLC26A2,1.9,3.404,,COX5B,-0.676,6.435,COL10A1,0.551,3.318,,CDH9,-0.306,4.198,,FCN1,-0.636,3.319,,,Cirrhotic,Training
MIR1204///PVT1,1.898,4.972,,COX7C,-0.517,4.518,COL12A1,0.858,2.41,,CDK11A,-0.442,4.159,,FDXR,1.172,6.224,,,Cirrhotic,Training
PARPBP,1.897,9.098,,CPA3,1.131,1.397,COL18A1,-0.521,2.771,,CDK13,-0.615,3.387,,FERMT2,-0.619,4.34,,,Cirrhotic,Training
STAU2,1.895,6.108,,CPE,0.954,2.109,COL1A1,2.141,6.286,,CDK18,1.173,7.655,,FGA,0.542,2.857,,,Cirrhotic,Training
NCAPH,1.894,6.194,,CPNE5,1.615,4.443,COL1A2,0.973,2.792,,CDK19,0.721,3.593,,FLAD1,0.488,4.265,,,Cirrhotic,Training
NEIL3,1.892,3.985,,CPSF1,0.879,3.394,COL3A1,1.181,3.829,,CDK2AP2,0.658,3.866,,FLT1,1.946,4.917,,,Cirrhotic,Training
TIGD7,1.888,5.003,,CPSF3,0.604,7.7,COL4A1,1.608,5.265,,CDKN2A,1.756,4.593,,FNDC4,0.622,2.882,,,Cirrhotic,Training
LOC100996735///LOC100996732///LOC654342///LOC645166,1.886,5.023,,CPTP,-0.757,4.002,COL4A2,0.615,2.386,,CDKN2C,1.548,4.531,,FNIP1,-0.376,3.313,,,Cirrhotic,Training
SAC3D1,1.885,5.434,,CPXM1,2.935,7.622,COL4A3,1.654,3.636,,CDKN3,1.599,3.202,,FOXN3,-0.406,3.524,,,Cirrhotic,Training
MAGEA12,1.88,2.628,,CRACDL,1.372,4.183,COL4A3BP,-0.365,2.264,,CEACAM3,-0.568,3.089,,FPR1,-0.863,2.745,,,Cirrhotic,Training
COLEC12,1.879,4.454,,CREB3L1,2.736,5.883,COL4A5,0.602,3.315,,CEBPZ,0.394,3.058,,FRAS1,-0.496,3.373,,,Cirrhotic,Training
PLK1,1.874,6.685,,CREB3L4,0.586,3.563,COL5A1,0.707,2.38,,CELA3B,-0.307,3.506,,FRMD4B,-0.29,2.702,,,Cirrhotic,Training
NCAPD2,1.867,5.994,,CREBL2,-0.475,2.1,COL6A2,0.598,3.319,,CELF1,-0.753,3.177,,FSCN2,-0.151,2.903,,,Cirrhotic,Training
MYEF2,1.866,3.835,,CRIPT,0.316,2.158,COL6A3,1.232,3.192,,CELF2,1.061,3.474,,FURIN,0.631,3.819,,,Cirrhotic,Training
FERMT1,1.864,3.598,,CROCC,0.367,1.678,COL8A1,1.223,4.418,,CELSR3,1.391,5.105,,FUT6,0.543,4.105,,,Cirrhotic,Training
GBAP1,1.859,5.004,,CROCCP2,-0.79,6.428,COL8A2,0.445,3.717,,CEMIP,1.036,3.323,,FXYD6,-0.564,3.933,,,Cirrhotic,Training
LOXL2,1.858,5.07,,CROCCP3,0.981,6.949,COLEC11,0.73,2.603,,CEMP1,-0.332,3.151,,FZD1,-0.28,3.957,,,Cirrhotic,Training
COL2A1,1.857,2.241,,CRSP8P,0.576,2.542,COLGALT1,-0.266,2.256,,CENPO,0.533,4.712,,FZD6,0.323,4.74,,,Cirrhotic,Training
HAGLR,1.856,3.019,,CRTC2,0.485,3.912,COPS2,0.226,2.877,,CENPU,0.35,3.714,,GABPB2,-0.886,3.708,,,Cirrhotic,Training
COL8A1,1.854,4.336,,CRYBG2,2.86,9.512,COPS8,0.409,3.642,,CENPW,0.774,3.726,,GALC,-0.532,3.344,,,Cirrhotic,Training
EPS8L3,1.853,3.929,,CRYZ,-0.947,5.573,COPS9,0.137,2.179,,CEP126,0.541,3.105,,GALNT16,-0.859,8.757,,,Cirrhotic,Training
UBAP2,1.846,5.812,,CRYZL2P,0.675,1.409,COQ10B,-0.395,2.797,,CEP350,0.866,3.197,,GAPDH,0.882,4.805,,,Cirrhotic,Training
GLUL,1.844,2.746,,CST3,-0.889,7.376,COQ5,-0.538,3.304,,CEP55,0.659,25.872,,GCFC2,0.222,3.871,,,Cirrhotic,Training
SSX4B///SSX4,1.843,2.561,,CSTA,1.401,2.649,CORO1B,0.333,3.408,,CEP63,-0.437,2.934,,GDA,0.406,2.924,,,Cirrhotic,Training
MCM6,1.841,4.187,,CTBP1,0.561,6.618,CORO1C,-0.401,3.793,,CEP85,0.536,4.065,,GDF11,-0.452,5.551,,,Cirrhotic,Training
FDCSP,1.84,2.196,,CTHRC1,4.135,15.53,CORO2A,-0.332,2.699,,CERS6,-0.829,3.43,,GFER,0.273,3.799,,,Cirrhotic,Training
LRP4,1.837,4.742,,CTLA4,1.745,3.08,COX6A1,0.335,3.022,,CFAP20,-0.765,3.206,,GFOD2,-0.862,4.457,,,Cirrhotic,Training
SLC52A2,1.83,2.638,,CTNNA1,0.43,3.879,COX7A1,0.686,2.992,,CFAP52,0.265,3.188,,GFRA2,-0.435,3.015,,,Cirrhotic,Training
SOAT2,1.829,2.678,,CTNNB1,0.454,1.976,CPA3,0.996,3.371,,CFAP58,-0.372,3.787,,GFRAL,0.221,5.302,,,Cirrhotic,Training
SPATS2,1.826,6.661,,CTNND2,3.36,9.522,CPE,0.737,5.159,,CGGBP1,-0.559,3.338,,GGA2,-0.806,3.959,,,Cirrhotic,Training
CD200,1.824,6.881,,CTPS1,-0.915,3.904,CPEB4,-0.407,2.549,,CHD1L,0.73,3.337,,GHRL,-0.276,3.147,,,Cirrhotic,Training
TSPAN5,1.823,4.185,,CTSK,1.048,3.162,CPED1,-0.501,4.189,,CHD7,0.941,3.038,,GID4,-0.67,3.684,,,Cirrhotic,Training
SF3B4,1.819,5.527,,CUL9,0.802,12.953,CPM,-0.411,4.589,,CHEK2,0.738,3.19,,GIMAP4,-0.656,3.196,,,Cirrhotic,Training
HS6ST2,1.817,2.356,,CUX2,-0.861,1.485,CPNE7,-0.205,3.297,,CHERP,0.46,3.16,,GIPC1,0.342,4.197,,,Cirrhotic,Training
TPTE,1.816,3.238,,CWC25,-0.194,1.661,CPSF4,-0.342,3.039,,CHIC2,-0.832,3.447,,GIT1,0.25,3.278,,,Cirrhotic,Training
DST,1.813,2.625,,CWC27,0.478,6.64,CPXCR1,-0.14,2.328,,CHPT1,0.862,3.515,,GLIPR1,-0.491,3.326,,,Cirrhotic,Training
RNF157,1.811,5.561,,CXCL10,1.134,1.602,CRAT,-0.441,2.462,,CKAP2,1.277,3.809,,GLUL,-0.25,3.083,,,Cirrhotic,Training
CKAP4,1.807,3.412,,CXCL13,2.326,3.457,CRCP,-0.333,3.144,,CKS2,1.31,4.547,,GMNN,0.775,3.748,,,Cirrhotic,Training
HMGA1,1.806,4.17,,CXCL9,1.255,1.722,CREB3L4,-0.496,2.508,,CLCNKA,-0.356,3.023,,GOLM1,1.394,6.817,,,Cirrhotic,Training
MFSD6,1.795,5.508,,CXCR3,1.198,2.085,CREBBP,-0.487,7.197,,CLDN10,-0.865,3.321,,GOSR2,0.307,4.323,,,Cirrhotic,Training
BLM,1.792,6.73,,CYB561A3,0.276,1.944,CREM,-0.692,2.9,,CLEC2D,1.238,3.405,,GPI,0.482,3.703,,,Cirrhotic,Training
HIC2,1.791,4.047,,CYB561D1,0.829,8.191,CRIP1,0.504,2.417,,CLIC5,0.713,3.881,,GPR82,-0.334,3.407,,,Cirrhotic,Training
EPPK1,1.773,2.101,,CYB5RL,0.606,2.221,CRISPLD2,1.525,2.414,,CLINT1,-0.717,3.979,,GPRIN3,1.295,4.853,,,Cirrhotic,Training
SATB2,1.772,2.954,,CYP17A1,1.751,3.002,CRYAB,0.96,4.217,,CLMP,-0.236,3.009,,GPS1,0.454,3.126,,,Cirrhotic,Training
ONECUT2,1.77,4.739,,CYP27C1,2.514,6.729,CRYGA,-0.24,4.465,,CLN3,0.542,4.445,,GSKIP,0.619,3.932,,,Cirrhotic,Training
SLC44A5,1.768,2.566,,CYP3A5,-0.89,2.44,CSDC2,-0.186,2.982,,CLPTM1,0.749,4.242,,GSN,1.755,6.262,,,Cirrhotic,Training
LOC654342///LOC645166,1.767,3.841,,CYP4X1,-0.68,1.398,CSF1R,0.526,2.653,,CLUH,-0.41,2.979,,GSTM3,-0.825,3.875,,,Cirrhotic,Training
LAMP3,1.765,3.671,,CYTOR,1.327,4.207,CSF2RA,0.503,2.488,,CMPK2,1.81,3.885,,GSTO2,-0.745,4.867,,,Cirrhotic,Training
SERPINE2,1.764,3.221,,DAP3,0.51,4.407,CSF3R,-0.665,5.056,,CMTR1,0.496,2.982,,GSTP1,-0.836,3.571,,,Cirrhotic,Training
PRIM1,1.761,4.172,,DAPK2,1.73,6.766,CSGALNACT1,0.796,2.539,,CNKSR3,-0.939,3.098,,GTF2IRD2,-0.695,4.407,,,Cirrhotic,Training
KIF18A,1.758,6.86,,DBF4,1.354,10.049,CSHL1,-0.356,5.028,,CNNM1,-0.339,2.899,,GUCY1A3,-0.805,4.572,,,Cirrhotic,Training
SPDL1,1.754,5.481,,DBH-AS1,-0.924,3.132,CSNK1G2,0.52,2.682,,CNOT1,-0.657,3.356,,GZMA,-0.702,3.067,,,Cirrhotic,Training
MPPED2,1.753,5.167,,DBI,-0.631,2.661,CST3,0.412,3.712,,CNR2,-0.202,3.029,,HAND2-AS1,-0.679,4.44,,,Cirrhotic,Training
SPP1,1.752,4.041,,DBNDD1,1.426,3.33,CST7,0.402,2.193,,CNTFR,-0.23,3.076,,HAVCR2,-0.756,3.644,,,Cirrhotic,Training
TESC,1.75,2.955,,DBNL,0.356,3.548,CTBP1,0.242,2.393,,COA6,0.452,3.58,,HCCS,0.534,3.741,,,Cirrhotic,Training
SGCE,1.748,2.376,,DBR1,0.566,9.424,CTBP2,1.015,3.728,,COL15A1,2.988,3.285,,HDAC11,0.388,4.425,,,Cirrhotic,Training
PRKDC,1.746,5.3,,DCAF16,1.18,16.788,CTD-2297D10.2,0.24,5.813,,COL26A1,-0.551,3.141,,HDAC6,0.484,3.061,,,Cirrhotic,Training
TNFSF15,1.741,5.328,,DCK,0.857,8.655,CTDSP1,0.408,5.345,,COL4A1,1.379,2.978,,HERC3,-0.307,3.234,,,Cirrhotic,Training
HN1,1.738,4.094,,DCLRE1B,0.861,8.281,CTGF,0.888,2.174,,COL5A3,0.848,2.865,,HHAT,0.228,3.409,,,Cirrhotic,Training
LOC283352,1.737,2.729,,DCP2,0.581,3.948,CTHRC1,2.393,4.641,,COL8A1,1.729,3.105,,HIF1AN,-0.86,4.745,,,Cirrhotic,Training
SIX1,1.735,4.674,,DCST1,1.027,3.233,CTIF,-0.32,2.682,,COL8A2,-0.487,3.417,,HIP1R,0.276,2.833,,,Cirrhotic,Training
FAM60A,1.734,4.719,,DCST1-AS1,1.136,6.217,CTNNA1,0.428,2.59,,COMMD4,0.467,3.438,,HKDC1,1.799,4.109,,,Cirrhotic,Training
SLC1A3,1.733,3.031,,DCSTAMP,0.83,1.695,CTNND1,-0.132,2.393,,COPE,0.439,3.081,,HLA-F,0.938,3.94,,,Cirrhotic,Training
PHOSPHO2-KLHL23///KLHL23,1.73,7.577,,DCTD,-0.502,2.38,CTSA,1.039,4.418,,COX20,1.088,3.655,,HLA-G,0.625,2.966,,,Cirrhotic,Training
